Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair1_d	120	0.323	0.502	0.639	0.502	0.639	1.429	0.268	0.469	0.005	0.016	0.053	0.035	0.018	0.043	0.542	0.96	1.857	2.628	0	0	0	0	1.571	0.005	0.016	0.02	0.036	0.257	0.445	0.921	0.542
Aligned_pair1_d	121	0.337	0.52	0.663	0.52	0.663	1.365	0.264	0.502	0.006	0.016	0.054	0.033	0.021	0.043	0.542	0.976	1.91	2.565	0	0	0	0	1.571	0.006	0.016	0.024	0.034	0.25	0.475	0.921	0.542
Aligned_pair1_d	122	0.331	0.517	0.666	0.517	0.666	1.318	0.265	0.465	0.005	0.016	0.052	0.034	0.02	0.044	0.542	0.946	1.983	2.443	0.484	0.442	0.078	0	1.571	0.006	0.015	0.024	0.036	0.246	0.417	0.867	0.542
Aligned_pair1_d	123	0.334	0.516	0.672	0.516	0.672	1.358	0.264	0.453	0.005	0.016	0.053	0.035	0.02	0.045	0.542	0.946	1.983	2.52	0	0	0	0	1.571	0.006	0.015	0.024	0.037	0.245	0.411	0.867	0.542
Aligned_pair1_d	124	0.34	0.518	0.673	0.518	0.673	1.363	0.262	0.451	0.006	0.017	0.054	0.037	0.021	0.047	0.542	0.946	1.983	2.552	0	0	0	0	1.571	0.006	0.016	0.024	0.039	0.247	0.41	0.867	0.542
Aligned_pair1_d	125	0.352	0.514	0.671	0.514	0.671	1.278	0.272	0.465	0.006	0.018	0.054	0.04	0.021	0.051	0.579	0.976	2.159	2.692	0	0	0	0	1.571	0.007	0.017	0.023	0.042	0.297	0.412	0.867	0.596
Aligned_pair1_d	126	0.352	0.507	0.674	0.507	0.674	1.263	0.279	0.466	0.006	0.018	0.053	0.039	0.022	0.05	0.596	0.994	2.083	2.781	0.484	0.449	0.066	0	1.571	0.007	0.017	0.025	0.041	0.291	0.409	0.867	0.596
Aligned_pair1_d	127	0.355	0.514	0.669	0.514	0.669	1.283	0.27	0.466	0.006	0.019	0.054	0.04	0.022	0.051	0.542	0.994	2.083	2.494	0	0	0	0	1.571	0.007	0.018	0.028	0.043	0.244	0.414	0.867	0.542
Aligned_pair1_d	128	0.334	0.498	0.648	0.498	0.648	1.359	0.277	0.468	0.005	0.017	0.053	0.035	0.02	0.046	0.542	0.969	2.034	2.52	0	0	0	0	1.571	0.006	0.016	0.023	0.037	0.26	0.435	0.867	0.542
Aligned_pair1_d	129	0.34	0.498	0.654	0.498	0.654	1.347	0.279	0.465	0.006	0.017	0.054	0.036	0.02	0.047	0.588	0.969	2.034	2.52	0	0	0	0	1.571	0.006	0.016	0.022	0.038	0.281	0.43	0.867	0.596
Aligned_pair1_d	130	0.343	0.5	0.658	0.5	0.658	1.382	0.285	0.456	0.006	0.017	0.055	0.036	0.021	0.048	0.596	0.925	1.93	2.475	0.542	0.485	0.107	0	1.571	0.006	0.016	0.022	0.038	0.284	0.425	0.867	0.596
Aligned_pair1_d	131	0.334	0.489	0.657	0.489	0.657	1.308	0.276	0.467	0.006	0.016	0.052	0.034	0.02	0.045	0.579	0.947	2.111	2.475	0	0	0	0	1.571	0.006	0.015	0.023	0.036	0.272	0.426	0.867	0.596
Aligned_pair1_d	132	0.343	0.493	0.665	0.493	0.665	1.263	0.274	0.482	0.006	0.018	0.052	0.037	0.021	0.047	0.579	0.976	2.159	2.552	0	0	0	0	1.571	0.007	0.017	0.024	0.035	0.276	0.473	0.921	0.596
Aligned_pair1_d	133	0.349	0.492	0.664	0.492	0.664	1.297	0.274	0.475	0.006	0.018	0.054	0.038	0.021	0.048	0.579	0.976	2.159	2.66	0	0	0	0	1.571	0.007	0.017	0.024	0.041	0.276	0.419	0.867	0.596
Aligned_pair1_d	134	0.352	0.499	0.657	0.499	0.657	1.286	0.266	0.482	0.006	0.018	0.054	0.038	0.022	0.049	0.57	0.976	2.159	2.583	0.391	0.322	0.074	0	1.571	0.007	0.017	0.024	0.041	0.283	0.426	0.867	0.596
Aligned_pair1_d	135	0.352	0.491	0.65	0.491	0.65	1.292	0.264	0.475	0.006	0.018	0.054	0.038	0.022	0.05	0.581	0.969	2.034	2.596	0	0	0	0	1.571	0.007	0.017	0.025	0.04	0.274	0.433	0.867	0.596
Aligned_pair1_d	136	0.364	0.487	0.649	0.487	0.649	1.312	0.265	0.475	0.007	0.019	0.057	0.039	0.025	0.052	0.579	0.969	2.034	2.628	0	0	0	0	1.571	0.007	0.018	0.027	0.041	0.271	0.434	0.867	0.596
Aligned_pair1_d	137	0.331	0.495	0.665	0.495	0.665	1.408	0.254	0.447	0.005	0.017	0.054	0.039	0.02	0.048	0.487	0.969	2.034	2.583	0	0	0	0	1.571	0.005	0.017	0.024	0.041	0.224	0.418	0.867	0.487
Aligned_pair1_v	16	0.329	0.598	0.501	0.598	0.501	1.435	0.254	0.408	0.005	0.015	0.054	0.038	0.021	0.049	0.556	0.893	1.326	2.596	0	NaN	NaN										
Aligned_pair1_v	17	0.32	0.584	0.516	0.584	0.516	-1.546	0.262	0.41	0.005	0.014	0.053	0.034	0.021	0.045	0.542	0.908	1.268	2.411	0.447	0.427	0.06										
Aligned_pair1_v	18	0.326	0.575	0.537	0.575	0.537	1.543	0.292	0.384	0.006	0.013	0.054	0.034	0.021	0.048	0.59	0.841	1.31	2.501	0	NaN	NaN										
Aligned_pair1_v	19	0.358	0.561	0.555	0.561	0.555	1.523	0.282	0.442	0.007	0.017	0.06	0.039	0.024	0.052	0.574	0.946	1.34	2.763	0	NaN	NaN										
Aligned_pair1_v	20	0.349	0.548	0.594	0.548	0.594	-1.505	0.291	0.387	0.007	0.014	0.058	0.037	0.024	0.054	0.592	0.856	1.249	2.367	0.153	0.123	0.019										
Aligned_pair1_v	21	0.343	0.538	0.584	0.538	0.584	-1.51	0.285	0.427	0.006	0.015	0.057	0.035	0.022	0.048	0.596	0.908	1.268	2.488	0	NaN	NaN										
Aligned_pair1_v	22	0.37	0.534	0.597	0.534	0.597	-1.467	0.271	0.444	0.007	0.017	0.061	0.039	0.026	0.054	0.595	0.925	1.212	2.507	0.552	0.539	0.056										
Aligned_pair1_v	23	0.346	0.528	0.647	0.528	0.647	-1.474	0.299	0.394	0.007	0.014	0.057	0.035	0.024	0.051	0.596	0.875	1.19	2.596	0	NaN	NaN										
Aligned_pair1_v	24	0.358	0.523	0.634	0.523	0.634	-1.453	0.296	0.402	0.007	0.015	0.059	0.037	0.024	0.055	0.596	0.856	1.249	2.565	1.354	1.211	0.279										
Aligned_pair1_v	25	0.364	0.518	0.647	0.518	0.647	-1.441	0.285	0.39	0.007	0.015	0.06	0.04	0.026	0.057	0.596	0.856	1.249	2.398	0.552	0.543	0.05										
Aligned_pair1_v	26	0.346	0.506	0.685	0.506	0.685	-1.421	0.269	0.415	0.006	0.016	0.056	0.038	0.023	0.052	0.542	0.896	1.134	2.533	0	NaN	NaN										
Aligned_pair1_v	27	0.364	0.492	0.673	0.492	0.673	-1.378	0.285	0.467	0.007	0.017	0.058	0.037	0.024	0.052	0.596	0.96	1.285	2.628	0	NaN	NaN										
Aligned_pair1_v	28	0.387	0.488	0.687	0.488	0.687	-1.352	0.285	0.452	0.008	0.019	0.061	0.042	0.027	0.059	0.596	0.946	1.34	2.596	1.408	1.373	0.154										
Aligned_pair1_v	29	0.378	0.476	0.717	0.476	0.717	-1.502	0.285	0.422	0.008	0.018	0.063	0.042	0.027	0.059	0.596	0.908	1.268	2.462	1.408	1.337	0.187										
Aligned_pair1_v	30	0.355	0.476	0.726	0.476	0.726	-1.447	0.273	0.421	0.006	0.016	0.058	0.039	0.024	0.054	0.596	0.908	1.268	2.443	0.484	0.465	0.057										
Aligned_pair1_v	31	0.352	0.474	0.728	0.474	0.728	-1.475	0.286	0.417	0.007	0.015	0.058	0.037	0.023	0.052	0.596	0.908	1.268	2.367	1.408	1.374	0.16										
Aligned_pair1_v	32	0.358	0.475	0.739	0.475	0.739	-1.539	0.261	0.452	0.006	0.017	0.06	0.038	0.024	0.052	0.542	0.935	1.396	2.488	1.408	1.291	0.29										
Aligned_pair1_v	33	0.346	0.461	0.744	0.461	0.744	-1.405	0.292	0.437	0.006	0.015	0.056	0.034	0.022	0.048	0.591	0.927	1.454	2.367	0.552	0.539	0.056										
Aligned_pair1_v	34	0.323	0.462	0.776	0.462	0.776	-1.446	0.299	0.416	0.006	0.012	0.053	0.028	0.021	0.043	0.617	0.893	1.326	2.335	0	NaN	NaN										
Aligned_pair1_v	35	0.329	0.453	0.785	0.453	0.785	-1.563	0.291	0.407	0.006	0.014	0.055	0.033	0.02	0.045	0.591	0.893	1.326	2.443	0	NaN	NaN										
Aligned_pair1_v	36	0.329	0.454	0.779	0.454	0.779	-1.509	0.292	0.407	0.006	0.013	0.055	0.032	0.021	0.045	0.596	0.873	1.446	2.398	1.408	1.357	0.185										
Aligned_pair1_v	37	0.334	0.457	0.78	0.457	0.78	-1.524	0.249	0.415	0.006	0.014	0.056	0.034	0.024	0.048	0.542	0.893	1.326	2.29	0	NaN	NaN										
Aligned_pair1_v	38	0.326	0.455	0.773	0.455	0.773	-1.533	0.25	0.417	0.006	0.013	0.054	0.032	0.023	0.045	0.542	0.873	1.446	2.303	0	NaN	NaN										
Aligned_pair1_v	39	0.329	0.455	0.764	0.455	0.764	-1.503	0.295	0.444	0.005	0.015	0.054	0.033	0.018	0.045	0.596	0.935	1.396	2.425	0	NaN	NaN										
Aligned_pair1_v	40	0.331	0.447	0.756	0.447	0.756	-1.519	0.287	0.436	0.006	0.014	0.055	0.033	0.02	0.046	0.591	0.935	1.396	2.456	1.408	1.302	0.256										
Aligned_pair1_v	41	0.337	0.446	0.757	0.446	0.757	1.566	0.283	0.434	0.006	0.014	0.056	0.033	0.022	0.047	0.596	0.908	1.268	2.353	0.542	0.5	0.088										
Aligned_pair1_v	42	0.337	0.437	0.767	0.437	0.767	-1.52	0.275	0.427	0.006	0.015	0.056	0.036	0.021	0.049	0.591	0.908	1.268	2.475	1.354	1.194	0.326										
Aligned_pair1_v	43	0.355	0.437	0.771	0.437	0.771	-1.553	0.275	0.447	0.006	0.017	0.059	0.039	0.022	0.052	0.591	0.935	1.396	2.507	1.354	1.194	0.326										
Aligned_pair1_v	44	0.358	0.439	0.765	0.439	0.765	-1.568	0.277	0.44	0.006	0.018	0.06	0.04	0.023	0.054	0.591	0.935	1.396	2.583	1.354	1.194	0.326										
Aligned_pair1_v	45	0.352	0.433	0.753	0.433	0.753	1.529	0.27	0.44	0.006	0.017	0.059	0.038	0.023	0.052	0.584	0.935	1.396	2.654	0	NaN	NaN										
Aligned_pair1_v	46	0.358	0.435	0.754	0.435	0.754	1.56	0.271	0.492	0.006	0.018	0.06	0.036	0.023	0.049	0.584	0.981	1.46	2.596	0	NaN	NaN										
Aligned_pair1_v	47	0.364	0.442	0.734	0.442	0.734	-1.564	0.28	0.458	0.006	0.019	0.061	0.041	0.023	0.054	0.59	0.96	1.285	2.552	1.354	1.187	0.3										
Aligned_pair1_v	48	0.355	0.448	0.739	0.448	0.739	-1.517	0.254	0.453	0.006	0.017	0.059	0.038	0.025	0.051	0.542	0.935	1.396	2.443	0.542	0.507	0.08										
Aligned_pair1_v	49	0.346	0.448	0.748	0.448	0.748	1.453	0.294	0.439	0.007	0.014	0.057	0.032	0.024	0.048	0.595	0.882	1.756	2.52	0.542	0.513	0.081										
Aligned_pair1_v	50	0.358	0.45	0.762	0.45	0.762	1.277	0.271	0.406	0.007	0.017	0.055	0.042	0.024	0.055	0.591	0.882	1.756	2.52	0	NaN	NaN										
Aligned_pair1_v	51	0.367	0.445	0.769	0.445	0.769	1.341	0.28	0.486	0.007	0.019	0.058	0.039	0.024	0.053	0.596	0.96	1.857	2.673	0	NaN	NaN										
Aligned_pair1_v	52	0.375	0.444	0.763	0.444	0.763	1.438	0.287	0.491	0.007	0.02	0.061	0.041	0.024	0.055	0.596	0.96	1.857	2.66	0.542	0.514	0.061										
Aligned_pair1_v	53	0.39	0.441	0.765	0.441	0.765	1.466	0.285	0.483	0.007	0.022	0.064	0.045	0.025	0.06	0.596	0.96	1.857	2.596	0	NaN	NaN										
Aligned_pair1_v	54	0.381	0.441	0.757	0.441	0.757	1.469	0.272	0.491	0.007	0.021	0.063	0.042	0.025	0.056	0.591	0.96	1.857	2.583	0.867	0.783	0.175										
Aligned_pair1_v	55	0.384	0.442	0.747	0.442	0.747	1.469	0.279	0.5	0.007	0.021	0.063	0.042	0.025	0.056	0.596	0.999	1.789	2.718	1.408	1.261	0.28										
Aligned_pair1_v	56	0.349	0.441	0.781	0.441	0.781	1.443	0.278	0.467	0.006	0.016	0.057	0.035	0.023	0.048	0.596	0.927	1.688	2.488	0	NaN	NaN										
Aligned_pair1_v	57	0.334	0.442	0.771	0.442	0.771	1.43	0.269	0.431	0.005	0.016	0.055	0.036	0.02	0.049	0.563	0.882	1.756	2.398	0	NaN	NaN										
Aligned_pair1_v	58	0.337	0.444	0.779	0.444	0.779	1.421	0.239	0.459	0.005	0.017	0.055	0.036	0.022	0.047	0.487	0.922	1.63	2.385	0	NaN	NaN										
Aligned_pair1_v	59	0.346	0.445	0.771	0.445	0.771	1.44	0.24	0.484	0.005	0.018	0.057	0.037	0.023	0.048	0.487	0.96	1.857	2.615	0.542	0.497	0.077										
Aligned_pair1_v	60	0.352	0.445	0.758	0.445	0.758	1.458	0.245	0.483	0.006	0.018	0.058	0.038	0.023	0.049	0.528	0.946	1.802	2.538	0	NaN	NaN										
Aligned_pair1_v	61	0.358	0.444	0.761	0.444	0.761	1.495	0.277	0.486	0.006	0.019	0.059	0.038	0.022	0.051	0.596	0.96	1.857	2.596	0	NaN	NaN										
Aligned_pair1_v	62	0.346	0.449	0.76	0.449	0.76	1.524	0.26	0.487	0.005	0.019	0.058	0.038	0.02	0.049	0.542	0.981	1.681	2.552	0.242	0.132	0.065										
Aligned_pair1_v	63	0.331	0.454	0.779	0.454	0.779	1.534	0.254	0.468	0.005	0.017	0.055	0.036	0.019	0.047	0.542	0.927	1.688	2.61	0.447	0.416	0.066										
Aligned_pair1_v	64	0.329	0.456	0.795	0.456	0.795	1.559	0.251	0.45	0.005	0.015	0.055	0.033	0.022	0.045	0.542	0.873	1.695	2.52	0	NaN	NaN										
Aligned_pair1_v	65	0.326	0.458	0.808	0.458	0.808	1.55	0.246	0.437	0.005	0.015	0.054	0.035	0.02	0.046	0.531	0.882	1.756	2.475	0.433	0.408	0.059										
Aligned_pair1_v	66	0.331	0.452	0.812	0.452	0.812	1.536	0.232	0.437	0.004	0.018	0.055	0.041	0.019	0.051	0.487	0.935	1.745	2.43	1.408	1.261	0.28										
Aligned_pair1_v	67	0.334	0.453	0.801	0.453	0.801	1.561	0.236	0.445	0.004	0.019	0.056	0.043	0.019	0.052	0.487	0.946	1.802	2.66	0.433	0.408	0.059										
Aligned_pair1_v	68	0.34	0.449	0.801	0.449	0.801	-1.543	0.232	0.499	0.005	0.019	0.057	0.039	0.02	0.048	0.487	0.981	1.681	2.538	0.921	0.816	0.196										
Aligned_pair1_v	69	0.329	0.449	0.792	0.449	0.792	-1.537	0.205	0.508	0.004	0.019	0.055	0.037	0.021	0.045	0.433	0.981	1.681	2.449	0	NaN	NaN										
Aligned_pair1_v	70	0.311	0.447	0.798	0.447	0.798	-1.54	0.207	0.45	0.004	0.017	0.052	0.038	0.018	0.045	0.433	0.935	1.745	2.385	0	NaN	NaN										
Aligned_pair1_v	71	0.32	0.445	0.789	0.445	0.789	1.549	0.225	0.464	0.004	0.018	0.053	0.038	0.018	0.047	0.487	0.981	1.681	2.552	1.354	1.176	0.293										
Aligned_pair1_v	72	0.302	0.45	0.794	0.45	0.794	1.537	0.228	0.45	0.004	0.014	0.05	0.031	0.018	0.04	0.487	0.935	1.745	2.353	0.447	0.415	0.068										
Aligned_pair1_v	73	0.314	0.449	0.792	0.449	0.792	1.545	0.256	0.453	0.005	0.014	0.052	0.032	0.018	0.042	0.542	0.935	1.745	2.552	0	NaN	NaN										
Aligned_pair1_v	74	0.323	0.45	0.79	0.45	0.79	1.509	0.248	0.454	0.005	0.015	0.054	0.033	0.02	0.043	0.534	0.935	1.745	2.443	0.921	0.808	0.205										
Aligned_pair1_v	75	0.331	0.462	0.806	0.462	0.806	1.524	0.246	0.44	0.005	0.016	0.055	0.037	0.02	0.048	0.542	0.935	1.745	2.596	0.921	0.808	0.205										
Aligned_pair1_v	76	0.323	0.457	0.796	0.457	0.796	1.529	0.246	0.451	0.005	0.016	0.054	0.035	0.019	0.045	0.542	0.935	1.745	2.61	0.447	0.413	0.067										
Aligned_pair1_v	77	0.314	0.454	0.785	0.454	0.785	1.517	0.239	0.462	0.004	0.016	0.052	0.035	0.017	0.044	0.487	0.935	1.745	2.443	0	NaN	NaN										
Aligned_pair1_v	78	0.331	0.445	0.785	0.445	0.785	1.513	0.236	0.463	0.005	0.017	0.055	0.037	0.02	0.047	0.487	0.946	1.802	2.628	0	NaN	NaN										
Aligned_pair1_v	79	0.32	0.451	0.788	0.451	0.788	1.532	0.231	0.457	0.004	0.016	0.053	0.036	0.018	0.045	0.487	0.927	1.688	2.398	0.921	0.857	0.164										
Aligned_pair1_v	80	0.326	0.449	0.778	0.449	0.778	1.548	0.255	0.452	0.005	0.016	0.054	0.035	0.018	0.046	0.539	0.935	1.396	2.398	0.447	0.413	0.067										
Aligned_pair1_v	81	0.32	0.444	0.786	0.444	0.786	1.542	0.229	0.408	0.005	0.015	0.053	0.036	0.02	0.047	0.487	0.882	1.756	2.277	0	NaN	NaN										
Aligned_pair1_v	82	0.329	0.442	0.778	0.442	0.778	-1.567	0.262	0.414	0.005	0.015	0.055	0.037	0.019	0.048	0.542	0.893	1.326	2.367	1.354	1.187	0.277										
Aligned_pair1_v	83	0.34	0.446	0.776	0.446	0.776	1.549	0.26	0.416	0.006	0.016	0.057	0.038	0.022	0.051	0.542	0.893	1.326	2.52	0	NaN	NaN										
Aligned_pair1_v	84	0.334	0.448	0.779	0.448	0.779	1.503	0.246	0.415	0.005	0.015	0.055	0.037	0.022	0.05	0.528	0.893	1.326	2.398	0	NaN	NaN										
Aligned_pair1_v	85	0.331	0.445	0.768	0.445	0.768	1.515	0.282	0.422	0.006	0.015	0.055	0.034	0.02	0.047	0.584	0.882	1.385	2.335	0.433	0.407	0.057										
Aligned_pair1_v	86	0.323	0.449	0.775	0.449	0.775	1.525	0.259	0.41	0.005	0.014	0.054	0.035	0.02	0.045	0.542	0.908	1.268	2.398	0.433	0.407	0.057										
Aligned_pair1_v	87	0.326	0.44	0.772	0.44	0.772	1.534	0.262	0.415	0.005	0.014	0.054	0.034	0.02	0.045	0.542	0.908	1.268	2.353	0.433	0.407	0.057										
Aligned_pair1_v	88	0.326	0.434	0.775	0.434	0.775	1.508	0.226	0.415	0.005	0.015	0.054	0.035	0.023	0.046	0.487	0.908	1.268	2.43	0.542	0.502	0.07										
Aligned_pair1_v	89	0.308	0.44	0.762	0.44	0.762	1.526	0.228	0.435	0.004	0.014	0.051	0.032	0.019	0.041	0.487	0.893	1.326	2.232	0.867	0.744	0.188										
Aligned_pair1_v	90	0.287	0.448	0.768	0.448	0.768	1.557	0.255	0.388	0.004	0.012	0.048	0.03	0.015	0.039	0.536	0.841	1.31	2.29	0.447	0.426	0.061										
Aligned_pair1_v	91	0.285	0.45	0.754	0.45	0.754	1.52	0.233	0.429	0.004	0.012	0.047	0.027	0.016	0.036	0.487	0.873	1.446	2.213	0.447	0.426	0.061										
Aligned_pair1_v	92	0.29	0.461	0.737	0.461	0.737	1.48	0.25	0.413	0.004	0.012	0.048	0.028	0.016	0.038	0.542	0.868	1.633	2.38	0.921	0.857	0.164										
Aligned_pair1_v	93	0.293	0.468	0.745	0.468	0.745	1.451	0.238	0.421	0.004	0.013	0.048	0.03	0.016	0.04	0.512	0.882	1.756	2.52	0.921	0.82	0.184										
Aligned_pair1_v	94	0.29	0.475	0.743	0.475	0.743	1.482	0.227	0.42	0.004	0.013	0.048	0.031	0.016	0.04	0.487	0.868	1.633	2.38	0.921	0.82	0.184										
Aligned_pair1_v	95	0.299	0.482	0.732	0.482	0.732	1.449	0.232	0.416	0.004	0.014	0.049	0.032	0.017	0.042	0.487	0.882	1.756	2.29	0.542	0.511	0.067										
Aligned_pair1_v	96	0.296	0.48	0.727	0.48	0.727	1.469	0.236	0.41	0.004	0.013	0.049	0.032	0.017	0.041	0.487	0.882	1.756	2.38	0.867	0.744	0.188										
Aligned_pair1_v	97	0.29	0.484	0.719	0.484	0.719	1.494	0.229	0.451	0.004	0.014	0.048	0.03	0.015	0.038	0.487	0.927	1.688	2.52	0.921	0.82	0.184										
Aligned_pair1_v	98	0.279	0.488	0.71	0.488	0.71	1.506	0.223	0.392	0.003	0.012	0.046	0.031	0.015	0.038	0.487	0.841	1.831	2.258	0.433	0.407	0.057										
Aligned_pair1_v	99	0.273	0.493	0.715	0.493	0.715	1.473	0.221	0.399	0.003	0.012	0.045	0.029	0.015	0.037	0.433	0.841	1.831	2.258	0.433	0.407	0.057										
Aligned_pair1_v	100	0.249	0.488	0.723	0.488	0.723	1.35	0.215	0.371	0.003	0.009	0.04	0.024	0.014	0.031	0.463	0.789	1.849	2.015	0	NaN	NaN										
Aligned_pair1_v	101	0.243	0.497	0.725	0.497	0.725	1.297	0.191	0.402	0.002	0.01	0.038	0.025	0.012	0.031	0.433	0.841	1.831	2.092	0.433	0.377	0.075										
Aligned_pair1_v	102	0.243	0.492	0.718	0.492	0.718	1.381	0.201	0.407	0.002	0.011	0.039	0.026	0.011	0.032	0.433	0.856	1.893	2.322	0.433	0.377	0.075										
Aligned_pair1_v	103	0.235	0.496	0.707	0.496	0.707	1.401	0.187	0.397	0.002	0.01	0.038	0.025	0.011	0.03	0.379	0.856	1.893	2.213	0.391	0.36	0.051										
Aligned_pair1_v	104	0.238	0.497	0.705	0.497	0.705	1.376	0.189	0.395	0.002	0.01	0.038	0.025	0.011	0.031	0.421	0.841	1.831	2.182	0.921	0.826	0.198										
Aligned_pair1_v	105	0.241	0.502	0.706	0.502	0.706	1.394	0.199	0.387	0.002	0.01	0.039	0.025	0.012	0.031	0.433	0.828	1.768	2.195	0.867	0.682	0.224										
Aligned_pair1_v	106	0.229	0.502	0.701	0.502	0.701	1.431	0.2	0.384	0.002	0.009	0.037	0.023	0.01	0.029	0.427	0.828	1.768	2.029	0.921	0.82	0.184										
Aligned_pair1_v	107	0.229	0.502	0.688	0.502	0.688	1.432	0.198	0.369	0.002	0.009	0.037	0.025	0.01	0.03	0.427	0.789	1.849	2.182	0.921	0.82	0.184										
Aligned_pair1_v	108	0.229	0.509	0.701	0.509	0.701	1.468	0.205	0.378	0.002	0.009	0.038	0.023	0.011	0.028	0.433	0.775	1.782	2.073	0	NaN	NaN										
Aligned_pair1_v	109	0.246	0.512	0.697	0.512	0.697	1.429	0.205	0.387	0.003	0.01	0.04	0.025	0.013	0.031	0.433	0.828	1.768	2.271	0.391	0.36	0.051										
Aligned_pair1_v	110	0.273	0.515	0.703	0.515	0.703	1.382	0.206	0.397	0.003	0.012	0.044	0.031	0.014	0.038	0.433	0.856	1.893	2.169	0.433	0.401	0.044										
Aligned_pair1_v	111	0.252	0.508	0.708	0.508	0.708	1.293	0.22	0.404	0.003	0.011	0.039	0.026	0.012	0.033	0.433	0.841	1.831	2.06	0	NaN	NaN										
Aligned_pair1_v	112	0.241	0.493	0.704	0.493	0.704	1.295	0.18	0.396	0.002	0.011	0.037	0.027	0.012	0.032	0.417	0.841	1.831	2.182	0	NaN	NaN										
Aligned_pair1_v	113	0.249	0.487	0.68	0.487	0.68	1.286	0.195	0.402	0.002	0.011	0.038	0.027	0.012	0.033	0.428	0.856	1.893	2.137	0	0	0										
Aligned_pair1_v	114	0.229	0.491	0.686	0.491	0.686	1.335	0.188	0.398	0.002	0.009	0.036	0.023	0.011	0.028	0.42	0.828	1.768	2.015	0.867	0.761	0.188										
Aligned_pair1_v	115	0.235	0.487	0.672	0.487	0.672	1.311	0.202	0.373	0.002	0.009	0.037	0.024	0.012	0.03	0.428	0.789	1.849	2.029	0.391	0.36	0.051										
Aligned_pair1_v	116	0.249	0.484	0.67	0.484	0.67	1.318	0.193	0.375	0.003	0.01	0.039	0.027	0.013	0.034	0.445	0.805	1.914	2.06	0.433	0.377	0.075										
Aligned_pair1_v	117	0.255	0.477	0.679	0.477	0.679	1.334	0.209	0.395	0.003	0.01	0.04	0.027	0.014	0.033	0.462	0.828	1.768	2.15	0.921	0.84	0.174										
Aligned_pair1_v	118	0.267	0.486	0.673	0.486	0.673	1.299	0.231	0.395	0.003	0.011	0.041	0.027	0.014	0.034	0.488	0.828	1.768	2.227	0	NaN	NaN										
Aligned_pair1_v	119	0.29	0.493	0.677	0.493	0.677	1.291	0.225	0.407	0.004	0.014	0.045	0.034	0.016	0.042	0.493	0.882	1.756	2.425	0.487	0.383	0.138										
Aligned_pair1_v	120	0.305	0.497	0.672	0.497	0.672	1.301	0.229	0.408	0.004	0.015	0.047	0.036	0.018	0.045	0.494	0.882	1.756	2.411	0.867	0.761	0.188										
Aligned_pair1_v	121	0.29	0.498	0.68	0.498	0.68	1.369	0.229	0.404	0.004	0.014	0.046	0.034	0.016	0.042	0.487	0.856	1.893	2.411	0	0	0										
Aligned_pair1_v	122	0.279	0.492	0.684	0.492	0.684	1.343	0.239	0.428	0.004	0.012	0.044	0.028	0.015	0.037	0.487	0.882	1.756	2.411	0.391	0.37	0.046										
Aligned_pair1_v	123	0.285	0.508	0.672	0.508	0.672	1.257	0.228	0.386	0.004	0.012	0.043	0.03	0.017	0.038	0.49	0.841	1.831	2.213	0.447	0.422	0.06										
Aligned_pair1_v	124	0.29	0.513	0.672	0.513	0.672	1.252	0.223	0.417	0.004	0.013	0.044	0.031	0.018	0.04	0.49	0.896	2.007	2.398	0	NaN	NaN										
Aligned_pair1_v	125	0.273	0.506	0.678	0.506	0.678	1.203	0.234	0.394	0.003	0.012	0.04	0.03	0.014	0.037	0.493	0.856	1.893	2.361	0	NaN	NaN										
Aligned_pair1_v	126	0.252	0.501	0.662	0.501	0.662	1.232	0.213	0.395	0.003	0.011	0.037	0.028	0.012	0.034	0.473	0.856	1.893	2.348	0	0	0										
Aligned_pair1_v	127	0.264	0.501	0.636	0.501	0.636	1.307	0.235	0.404	0.003	0.011	0.041	0.028	0.013	0.036	0.487	0.841	1.831	2.258	0.433	0.392	0.061										
Aligned_pair1_v	128	0.27	0.512	0.661	0.512	0.661	1.207	0.203	0.444	0.003	0.013	0.039	0.029	0.015	0.035	0.448	0.908	1.874	2.443	0.391	0.37	0.046										
Aligned_pair1_v	129	0.255	0.505	0.646	0.505	0.646	1.215	0.191	0.442	0.002	0.012	0.037	0.028	0.013	0.033	0.441	0.925	1.93	2.38	0	0	0										
Aligned_pair1_v	130	0.255	0.509	0.641	0.509	0.641	1.258	0.196	0.447	0.002	0.012	0.039	0.026	0.013	0.031	0.441	0.908	1.874	2.213	0.391	0.353	0.061										
Aligned_pair1_v	131	0.252	0.506	0.649	0.506	0.649	1.283	0.195	0.442	0.002	0.012	0.039	0.028	0.012	0.033	0.443	0.908	1.874	2.425	0.343	0.319	0.061										
